FIPS_State_Code,FIPS_County_Code,Census_Region_Code,Census_Division_Code,County_Name,Estimated_1_Unit_Buildings,Estimated_1_Unit_Total_Units,Estimated_1_Unit_Total_Value,Estimated_2_Unit_Buildings,Estimated_2_Unit_Total_Units,Estimated_2_Unit_Total_Value,Estimated_3to4_Unit_Buildings,Estimated_3to4_Unit_Total_Units,Estimated_3to4_Unit_Total_Value,Estimated_5plus_Unit_Buildings,Estimated_5plus_Unit_Total_Units,Estimated_5plus_Unit_Total_Value,Reported_1_Unit_Buildings,Reported_1_Unit_Total_Units,Reported_1_Unit_Total_Value,Reported_2_Unit_Buildings,Reported_2_Unit_Total_Units,Reported_2_Unit_Total_Value,Reported_3to4_Unit_Buildings,Reported_3to4_Unit_Total_Units,Reported_3to4_Unit_Total_Value,Reported_5plus_Unit_Buildings,Reported_5plus_Unit_Total_Units,Reported_5plus_Unit_Total_Value
47,125,3,6,Montgomery County             ,115,115,15025620,17,34,2140000,2,8,650000,8,70,3143360,115,115,15025620,17,34,2140000,2,8,650000,8,70,3143360
47,139,3,6,Polk County                   ,13,13,2341613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,149,3,6,Rutherford County             ,177,177,40763961,1,2,165624,0,0,0,1,23,1317524,152,152,37411584,0,0,0,0,0,0,0,0,0
47,153,3,6,Sequatchie County             ,1,1,50000,0,0,0,0,0,0,0,0,0,1,1,50000,0,0,0,0,0,0,0,0,0
47,157,3,6,Shelby County                 ,86,86,21943710,0,0,0,0,0,0,2,233,19577440,86,86,21943710,0,0,0,0,0,0,2,233,19577440
47,159,3,6,Smith County                  ,7,7,1352000,0,0,0,0,0,0,0,0,0,7,7,1352000,0,0,0,0,0,0,0,0,0
47,161,3,6,Stewart County                ,1,1,150000,0,0,0,0,0,0,1,5,550000,1,1,150000,0,0,0,0,0,0,1,5,550000
47,165,3,6,Sumner County                 ,91,91,22018000,0,0,0,0,0,0,0,0,0,87,87,21306030,0,0,0,0,0,0,0,0,0
47,167,3,6,Tipton County                 ,14,14,2362112,0,0,0,0,0,0,0,0,0,9,9,1688255,0,0,0,0,0,0,0,0,0
47,169,3,6,Trousdale County              ,5,5,827000,0,0,0,0,0,0,0,0,0,5,5,827000,0,0,0,0,0,0,0,0,0
47,173,3,6,Union County                  ,9,9,1265625,0,0,0,0,0,0,0,0,0,8,8,1200000,0,0,0,0,0,0,0,0,0
47,175,3,6,Van Buren County              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,189,3,6,Wilson County                 ,94,94,23150380,0,0,0,0,0,0,3,67,4251079,69,69,15874028,0,0,0,0,0,0,2,44,1525000
48,13,3,7,Atascosa County               ,2,2,385413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,15,3,7,Austin County                 ,2,2,424272,1,2,180000,0,0,0,0,0,0,2,2,424272,1,2,180000,0,0,0,0,0,0
48,19,3,7,Bandera County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,21,3,7,Bastrop County                ,13,13,1269633,0,0,0,0,0,0,0,0,0,13,13,1269633,0,0,0,0,0,0,0,0,0
48,25,3,7,Bee County                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,27,3,7,Bell County                   ,130,130,23509513,5,10,890500,0,0,0,0,0,0,117,117,20416954,5,10,890500,0,0,0,0,0,0
48,29,3,7,Bexar County                  ,237,237,59202558,0,0,0,0,0,0,11,56,6296290,201,201,54389597,0,0,0,0,0,0,10,50,5017695
48,51,3,7,Burleson County               ,0,0,0,1,2,63667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,55,3,7,Caldwell County               ,24,24,4115360,0,0,0,0,0,0,0,0,0,2,2,300000,0,0,0,0,0,0,0,0,0
48,85,3,7,Collin County                 ,655,655,205402269,0,0,0,0,0,0,1,301,18783878,627,627,198925988,0,0,0,0,0,0,1,301,18783878
48,91,3,7,Comal County                  ,161,161,36571907,16,32,3416803,0,0,0,0,0,0,161,161,36571907,16,32,3416803,0,0,0,0,0,0
48,99,3,7,Coryell County                ,12,12,1686483,1,2,133257,0,0,0,1,7,958419,2,2,265000,0,0,0,0,0,0,0,0,0
48,107,3,7,Crosby County                 ,1,1,67000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,113,3,7,Dallas County                 ,411,411,113677956,3,6,1089268,3,12,1280576,11,1182,99106836,261,261,77374523,0,0,0,0,0,0,2,334,33621745
48,119,3,7,Delta County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,135,3,7,Ector County                  ,39,39,8319797,0,0,0,0,0,0,1,11,856167,0,0,0,0,0,0,0,0,0,0,0,0
48,139,3,7,Ellis County                  ,100,100,17700781,0,0,0,0,0,0,0,0,0,73,73,11692153,0,0,0,0,0,0,0,0,0
48,141,3,7,El Paso County                ,201,201,32945465,3,6,487013,1,3,299866,6,138,13993856,8,8,836668,0,0,0,0,0,0,0,0,0
48,157,3,7,Fort Bend County              ,726,726,93707793,0,0,0,0,0,0,1,10,782585,94,94,35252838,0,0,0,0,0,0,0,0,0
48,167,3,7,Galveston County              ,226,226,52265560,0,0,0,0,0,0,1,6,330317,91,91,24086639,0,0,0,0,0,0,0,0,0
48,185,3,7,Grimes County                 ,1,1,95083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,187,3,7,Guadalupe County              ,58,58,13538992,0,0,0,0,0,0,0,0,0,58,58,13538992,0,0,0,0,0,0,0,0,0
48,193,3,7,Hamilton County               ,2,2,116500,0,0,0,0,0,0,0,0,0,1,1,25000,0,0,0,0,0,0,0,0,0
48,195,3,7,Hansford County               ,2,2,245500,0,0,0,0,0,0,0,0,0,1,1,120000,0,0,0,0,0,0,0,0,0
48,201,3,7,Harris County                 ,1347,1347,259353205,1,2,175000,0,0,0,6,605,82980501,1319,1319,246316568,1,2,175000,0,0,0,6,605,82980501
48,211,3,7,Hemphill County               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,215,3,7,Hidalgo County                ,186,186,32769298,3,6,380142,1,4,102500,0,0,0,171,171,29604399,3,6,380142,1,4,102500,0,0,0
48,233,3,7,Hutchinson County             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,251,3,7,Johnson County                ,54,54,10565810,0,0,0,0,0,0,0,0,0,52,52,10223157,0,0,0,0,0,0,0,0,0
48,257,3,7,Kaufman County                ,24,24,3902276,0,0,0,0,0,0,0,0,0,17,17,2767034,0,0,0,0,0,0,0,0,0
48,259,3,7,Kendall County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,271,3,7,Kinney County                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,281,3,7,Lampasas County               ,2,2,197111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,291,3,7,Liberty County                ,43,43,4478148,0,0,0,0,0,0,0,0,0,42,42,4355648,0,0,0,0,0,0,0,0,0
48,303,3,7,Lubbock County                ,83,83,21152228,3,6,583042,1,3,225000,4,61,4161128,3,3,657500,0,0,0,0,0,0,0,0,0
48,323,3,7,Maverick County               ,10,10,1939937,0,0,0,0,0,0,0,0,0,10,10,1939937,0,0,0,0,0,0,0,0,0
48,325,3,7,Medina County                 ,1,1,150000,0,0,0,0,0,0,0,0,0,1,1,150000,0,0,0,0,0,0,0,0,0
48,329,3,7,Midland County                ,53,53,10373550,0,0,0,0,0,0,0,0,0,53,53,10373550,0,0,0,0,0,0,0,0,0
48,339,3,7,Montgomery County             ,326,326,74360275,0,0,0,4,12,84000,14,176,15674568,321,321,72756990,0,0,0,4,12,84000,14,176,15674568
48,367,3,7,Parker County                 ,30,30,6998358,0,0,0,0,0,0,0,0,0,27,27,6321353,0,0,0,0,0,0,0,0,0
48,375,3,7,Potter County                 ,55,55,13074524,0,0,0,0,0,0,0,0,0,55,55,13074524,0,0,0,0,0,0,0,0,0
48,383,3,7,Reagan County                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,385,3,7,Real County                   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,395,3,7,Robertson County              ,6,6,1367141,0,0,0,0,0,0,0,0,0,6,6,1367141,0,0,0,0,0,0,0,0,0
48,397,3,7,Rockwall County               ,68,68,21553939,0,0,0,0,0,0,0,0,0,38,38,13587555,0,0,0,0,0,0,0,0,0
48,407,3,7,San Jacinto County            ,18,18,3675510,0,0,0,0,0,0,0,0,0,18,18,3675510,0,0,0,0,0,0,0,0,0
48,411,3,7,San Saba County               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,451,3,7,Tom Green County              ,13,13,3710456,0,0,0,0,0,0,0,0,0,13,13,3710456,0,0,0,0,0,0,0,0,0
48,453,3,7,Travis County                 ,579,579,128259528,0,0,0,1,4,2000000,1,18,1331910,549,549,120543531,0,0,0,1,4,2000000,1,18,1331910
48,473,3,7,Waller County                 ,10,10,1741294,0,0,0,0,0,0,1,6,133083,10,10,1741294,0,0,0,0,0,0,0,0,0
48,491,3,7,Williamson County             ,328,328,91445353,0,0,0,0,0,0,0,0,0,317,317,89351807,0,0,0,0,0,0,0,0,0
48,493,3,7,Wilson County                 ,3,3,585502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,497,3,7,Wise County                   ,5,5,761668,0,0,0,0,0,0,0,0,0,4,4,536000,0,0,0,0,0,0,0,0,0
49,11,4,8,Davis County                  ,95,95,25648492,0,0,0,1,4,544894,2,33,3972312,73,73,18488801,0,0,0,1,4,544894,1,28,3200000
49,23,4,8,Juab County                   ,3,3,684205,0,0,0,0,0,0,1,8,776416,3,3,684205,0,0,0,0,0,0,1,8,776416
49,29,4,8,Morgan County                 ,8,8,2967530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,35,4,8,Salt Lake County              ,313,313,77379549,2,4,650000,1,3,444470,16,1029,122529784,186,186,43054302,2,4,650000,0,0,0,12,941,113828703
49,39,4,8,Sanpete County                ,4,4,465013,0,0,0,0,0,0,0,0,0,4,4,465013,0,0,0,0,0,0,0,0,0
49,43,4,8,Summit County                 ,18,18,9063548,0,0,0,0,0,0,1,6,1025141,2,2,604754,0,0,0,0,0,0,0,0,0
49,57,4,8,Weber County                  ,66,66,17106857,0,0,0,4,14,1958888,3,29,3713171,54,54,13908165,0,0,0,2,8,1118184,2,24,2913568
51,3,3,5,Albemarle County              ,37,37,11076607,0,0,0,0,0,0,1,5,400000,0,0,0,0,0,0,0,0,0,0,0,0
51,7,3,5,Amelia County                 ,4,4,1344960,0,0,0,0,0,0,0,0,0,4,4,1344960,0,0,0,0,0,0,0,0,0
51,9,3,5,Amherst County                ,4,4,629598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,13,3,5,Arlington County              ,21,21,9383466,0,0,0,0,0,0,1,30,2511671,0,0,0,0,0,0,0,0,0,0,0,0
51,15,3,5,Augusta County                ,16,16,2435502,0,0,0,2,8,720000,0,0,0,16,16,2435502,0,0,0,2,8,720000,0,0,0
51,19,3,5,Bedford County                ,31,31,7190000,0,0,0,0,0,0,0,0,0,31,31,7190000,0,0,0,0,0,0,0,0,0
51,33,3,5,Caroline County               ,11,11,2278755,0,0,0,0,0,0,0,0,0,11,11,2278755,0,0,0,0,0,0,0,0,0
51,36,3,5,Charles City County           ,4,4,784400,0,0,0,0,0,0,0,0,0,4,4,784400,0,0,0,0,0,0,0,0,0
51,37,3,5,Charlotte County              ,1,1,193000,0,0,0,0,0,0,0,0,0,1,1,193000,0,0,0,0,0,0,0,0,0
51,41,3,5,Chesterfield County           ,107,107,24380677,0,0,0,1,4,400000,1,5,529320,107,107,24380677,0,0,0,1,4,400000,1,5,529320
51,43,3,5,Clarke County                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,49,3,5,Cumberland County             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,51,3,5,Dickenson County              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,53,3,5,Dinwiddie County              ,5,5,522863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,59,3,5,Fairfax County                ,62,62,14105865,0,0,0,0,0,0,0,0,0,62,62,14105865,0,0,0,0,0,0,0,0,0
51,61,3,5,Fauquier County               ,18,18,7578600,0,0,0,0,0,0,0,0,0,18,18,7578600,0,0,0,0,0,0,0,0,0
51,69,3,5,Frederick County              ,65,65,12061172,0,0,0,0,0,0,0,0,0,65,65,12061172,0,0,0,0,0,0,0,0,0
51,73,3,5,Gloucester County             ,13,13,2356411,1,2,260000,0,0,0,0,0,0,13,13,2356411,1,2,260000,0,0,0,0,0,0
51,75,3,5,Goochland County              ,11,11,3504630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,85,3,5,Hanover County                ,40,40,7555909,0,0,0,0,0,0,0,0,0,40,40,7555909,0,0,0,0,0,0,0,0,0
51,87,3,5,Henrico County                ,74,74,15177097,0,0,0,0,0,0,0,0,0,74,74,15177097,0,0,0,0,0,0,0,0,0
51,93,3,5,Isle of Wight County          ,10,10,2083072,0,0,0,0,0,0,1,16,641846,0,0,0,0,0,0,0,0,0,0,0,0
51,95,3,5,James City County             ,32,32,8252556,0,0,0,0,0,0,1,5,550000,32,32,8252556,0,0,0,0,0,0,1,5,550000
51,97,3,5,King and Queen County         ,4,4,670500,0,0,0,0,0,0,0,0,0,4,4,670500,0,0,0,0,0,0,0,0,0
51,99,3,5,King George County            ,8,8,1822854,0,0,0,0,0,0,0,0,0,8,8,1822854,0,0,0,0,0,0,0,0,0
51,107,3,5,Loudoun County                ,136,136,30988524,0,0,0,0,0,0,2,22,198000,136,136,30988524,0,0,0,0,0,0,2,22,198000
51,109,3,5,Louisa County                 ,19,19,4058419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,115,3,5,Mathews County                ,2,2,348120,0,0,0,0,0,0,0,0,0,2,2,348120,0,0,0,0,0,0,0,0,0
51,127,3,5,New Kent County               ,7,7,1594998,0,0,0,0,0,0,0,0,0,7,7,1594998,0,0,0,0,0,0,0,0,0
51,139,3,5,Page County                   ,5,5,990000,1,2,140000,0,0,0,0,0,0,5,5,990000,1,2,140000,0,0,0,0,0,0
51,145,3,5,Powhatan County               ,13,13,3374000,0,0,0,0,0,0,0,0,0,13,13,3374000,0,0,0,0,0,0,0,0,0
51,149,3,5,Prince George County          ,6,6,858490,0,0,0,0,0,0,0,0,0,6,6,858490,0,0,0,0,0,0,0,0,0
51,153,3,5,Prince William County         ,58,58,11730457,0,0,0,0,0,0,0,0,0,58,58,11730457,0,0,0,0,0,0,0,0,0
51,165,3,5,Rockingham County             ,29,29,5929915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,175,3,5,Southampton County            ,3,3,445222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,177,3,5,Spotsylvania County           ,33,33,8661227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,179,3,5,Stafford County               ,61,61,12426825,0,0,0,0,0,0,0,0,0,61,61,12426825,0,0,0,0,0,0,0,0,0
51,181,3,5,Surry County                  ,3,3,459369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,183,3,5,Sussex County                 ,1,1,390000,0,0,0,0,0,0,0,0,0,1,1,390000,0,0,0,0,0,0,0,0,0
51,187,3,5,Warren County                 ,10,10,2650000,0,0,0,0,0,0,0,0,0,10,10,2650000,0,0,0,0,0,0,0,0,0
51,199,3,5,York County                   ,11,11,2476717,0,0,0,0,0,0,1,6,800000,11,11,2476717,0,0,0,0,0,0,1,6,800000
51,510,3,5,Alexandria (Independent City) ,2,2,455000,0,0,0,0,0,0,0,0,0,2,2,455000,0,0,0,0,0,0,0,0,0
51,540,3,5,Charlottesville (Independent C,5,5,1090279,0,0,0,0,0,0,1,12,1773571,0,0,0,0,0,0,0,0,0,0,0,0
51,550,3,5,Chesapeake(Independent City)  ,58,58,13215694,0,0,0,0,0,0,0,0,0,58,58,13215694,0,0,0,0,0,0,0,0,0
51,570,3,5,Colonial Heights (Independent ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,580,3,5,Covington (Independent City)  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,600,3,5,Fairfax (Independent City)    ,1,1,350000,0,0,0,0,0,0,2,16,434000,1,1,350000,0,0,0,0,0,0,2,16,434000
51,610,3,5,Falls Church (Independent City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,630,3,5,Fredericksburg(Independent Cit,7,7,1776840,0,0,0,0,0,0,0,0,0,7,7,1776840,0,0,0,0,0,0,0,0,0
51,650,3,5,Hampton (Independent City)    ,14,14,897343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,660,3,5,Harrisonburg (Independent City,5,5,796930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,670,3,5,Hopewell (Independent City)   ,4,4,340618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,680,3,5,Lynchburg (Independent City)  ,2,2,410000,0,0,0,0,0,0,0,0,0,2,2,410000,0,0,0,0,0,0,0,0,0
51,683,3,5,Manassas (Independent City)   ,11,11,1550316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,685,3,5,Manassas Park (Independent Cit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,700,3,5,Newport News (Independent City,3,3,239828,0,0,0,0,0,0,0,0,0,3,3,239828,0,0,0,0,0,0,0,0,0
51,710,3,5,Norfolk (Independent City)    ,29,29,6607847,0,0,0,0,0,0,0,0,0,29,29,6607847,0,0,0,0,0,0,0,0,0
51,730,3,5,Petersburg (Independent City) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,735,3,5,Poquoson (Independent City)   ,3,3,793070,0,0,0,0,0,0,0,0,0,3,3,793070,0,0,0,0,0,0,0,0,0
51,740,3,5,Portsmouth (Independent City) ,8,8,820000,0,0,0,0,0,0,0,0,0,8,8,820000,0,0,0,0,0,0,0,0,0
51,760,3,5,Richmond (Independent City)   ,14,14,3189995,0,0,0,0,0,0,0,0,0,14,14,3189995,0,0,0,0,0,0,0,0,0
51,800,3,5,Suffolk (Independent City)    ,23,23,5240706,0,0,0,0,0,0,4,142,3150000,23,23,5240706,0,0,0,0,0,0,4,142,3150000
51,810,3,5,Virginia Beach (Independent Ci,63,63,11811775,0,0,0,0,0,0,0,0,0,63,63,11811775,0,0,0,0,0,0,0,0,0
51,830,3,5,Williamsburg (Independent City,2,2,330000,0,0,0,0,0,0,0,0,0,2,2,330000,0,0,0,0,0,0,0,0,0
53,5,4,9,Benton County                 ,73,73,19744259,0,0,0,0,0,0,1,18,2063242,29,29,7212466,0,0,0,0,0,0,0,0,0
53,11,4,9,Clark County                  ,184,184,49790445,0,0,0,1,3,210820,4,53,5585344,63,63,15147282,0,0,0,1,3,210820,0,0,0
53,21,4,9,Franklin County               ,35,35,9312906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,31,4,9,Jefferson County              ,37,37,6539127,0,0,0,0,0,0,0,0,0,37,37,6539127,0,0,0,0,0,0,0,0,0
53,33,4,9,King County                   ,286,286,108493557,15,30,10570182,7,22,4032413,30,1648,236307702,266,266,100484968,14,28,10247075,7,22,4032413,28,1580,226085669
53,35,4,9,Kitsap County                 ,80,80,25979467,0,0,0,0,0,0,1,12,799250,80,80,25979467,0,0,0,0,0,0,1,12,799250
53,53,4,9,Pierce County                 ,154,154,45492473,1,2,253171,0,0,0,12,136,16746992,152,152,44848033,1,2,253171,0,0,0,11,131,15851689
53,55,4,9,San Juan County               ,10,10,2406083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,59,4,9,Skamania County               ,4,4,761572,0,0,0,0,0,0,0,0,0,4,4,761572,0,0,0,0,0,0,0,0,0
53,61,4,9,Snohomish County              ,165,165,44787315,3,6,1260611,0,0,0,12,242,31028925,127,127,35130270,3,6,1260611,0,0,0,10,195,26236231
54,11,3,5,Cabell County                 ,5,5,884136,0,0,0,1,4,85000,0,0,0,0,0,0,0,0,0,1,4,85000,0,0,0
54,15,3,5,Clay County                   ,1,1,45455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,19,3,5,Fayette County                ,2,2,224401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,37,3,5,Jefferson County              ,17,17,4500169,0,0,0,0,0,0,0,0,0,17,17,4500169,0,0,0,0,0,0,0,0,0
54,81,3,5,Raleigh County                ,4,4,532740,0,0,0,0,0,0,0,0,0,4,4,532740,0,0,0,0,0,0,0,0,0
55,25,2,3,Dane County                   ,111,111,36407291,3,6,1028097,2,6,771750,6,256,33175070,62,62,21740509,1,2,300000,0,0,0,1,16,2500000
55,31,2,3,Douglas County                ,10,10,1778574,0,0,0,0,0,0,1,24,1500000,10,10,1778574,0,0,0,0,0,0,1,24,1500000
55,37,2,3,Florence County               ,2,2,267000,0,0,0,0,0,0,0,0,0,2,2,267000,0,0,0,0,0,0,0,0,0
55,49,2,3,Iowa County                   ,1,1,170000,0,0,0,0,0,0,0,0,0,1,1,170000,0,0,0,0,0,0,0,0,0
55,59,2,3,Kenosha County                ,13,13,3347301,0,0,0,0,0,0,0,0,0,11,11,2690000,0,0,0,0,0,0,0,0,0
55,79,2,3,Milwaukee County              ,6,6,1945000,1,2,425000,0,0,0,14,180,26449793,6,6,1945000,1,2,425000,0,0,0,14,180,26449793
55,89,2,3,Ozaukee County                ,19,19,7529158,0,0,0,0,0,0,0,0,0,11,11,3961949,0,0,0,0,0,0,0,0,0
55,93,2,3,Pierce County                 ,17,17,4009473,0,0,0,0,0,0,0,0,0,17,17,4009473,0,0,0,0,0,0,0,0,0
55,109,2,3,St. Croix County              ,39,39,9667891,2,4,608000,0,0,0,0,0,0,36,36,8879378,2,4,608000,0,0,0,0,0,0
55,131,2,3,Washington County             ,25,25,8035003,1,2,250000,0,0,0,7,85,6963542,15,15,4899450,0,0,0,0,0,0,6,80,6500000
56,29,4,8,Park County                   ,12,12,3101280,0,0,0,0,0,0,0,0,0,12,12,3101280,0,0,0,0,0,0,0,0,0
56,39,4,8,Teton County                  ,17,17,30161736,0,0,0,1,3,116499,0,0,0,14,14,29077068,0,0,0,0,0,0,0,0,0
